,Cities,Countries
81488,Camémbaro,Mexiko
81489,San Clemente de Lima,Mexiko
81490,El Siviral (Jigica),Mexiko
81491,José Colomo,Mexiko
81492,Colonia Rafael Corrales Ayala,Mexiko
81493,Doxteje Barrio Primero,Mexiko
81494,Las Pintas,Mexiko
81495,Villa Tejúpam de la Unión,Mexiko
81496,Paso Blanco,Mexiko
81497,Jalmolonga (La Hacienda),Mexiko
81498,Cuto de la Esperanza,Mexiko
81499,El Capulo (La Quebradora),Mexiko
81500,San Andrés Yahuitlalpan,Mexiko
81501,Colonia Alborada,Mexiko
81502,La Concordia,Mexiko
81503,Ejido Miraflores,Mexiko
81504,Fraccionamiento Carlos Salinas de Gortari,Mexiko
81505,San José Mezapa Sección I,Mexiko
81506,Colonia la Calzada (La Olla),Mexiko
81507,La Junta,Mexiko
81508,Unión Agropecuarios Lázaro Cárdenas del Norte,Mexiko
81509,Pueblo Nuevo,Mexiko
81510,Candelaria Portezuelo,Mexiko
81511,Unión Juárez,Mexiko
81512,Colonia Palo Prieto (Chipitongo),Mexiko
81513,Peña Colorada,Mexiko
81514,Tetlatzinga,Mexiko
81515,Rinconadas de San Francisco,Mexiko
81516,Nuevo Carmen Tonapac,Mexiko
81517,Las Plazuelas,Mexiko
81518,El Progreso Hidalgo,Mexiko
81519,Las Torres de Guadalupe,Mexiko
81520,San Miguel Tlamahuco,Mexiko
81521,El Huidero,Mexiko
81522,San José Barbabosa,Mexiko
81523,Rancho Grande,Mexiko
81524,Caobanal 1ra. Sección (Mezcalapa),Mexiko
81525,Rancho de Guadalupe,Mexiko
81526,Estación Corralejo,Mexiko
81527,Melchor Ocampo,Mexiko
81528,Tlacpac,Mexiko
81529,Colonia el Florido,Mexiko
81530,Tlamaya Grande,Mexiko
81531,Loma del Refugio,Mexiko
81532,Unidos Avanzamos,Mexiko
81533,El Progreso,Mexiko
81534,Moyotepec (Moyotepec de Juárez),Mexiko
81535,Tlaminca,Mexiko
81536,Cenobio Aguilar (La Trinidad),Mexiko
81537,Cruz Verde,Mexiko
81538,Joltealal,Mexiko
81539,Rancho Nuevo del Llanito,Mexiko
81540,Oriental de Zapata,Mexiko
81541,Colonia San Francisco,Mexiko
81542,Ignacio Zaragoza,Mexiko
81543,Nuevo Refugio de Afuera (Nuevo Refugio),Mexiko
81544,Iratzio,Mexiko
81545,San Pedro Tlapacoyan,Mexiko
81546,Nueva Ameyalco,Mexiko
81547,Puerto de Chiquihuite,Mexiko
81548,El Bajío (La Laguna),Mexiko
81549,El Colorado,Mexiko
81550,Loma Alta,Mexiko
81551,Estacion Bamoa,Mexiko
81552,Ampliación Tezoyuca,Mexiko
81553,La Concepción,Mexiko
81554,San Jacinto,Mexiko
81555,San Simón Atzitzintla,Mexiko
81556,San Juan Tuxco,Mexiko
81557,Maya Tecún I,Mexiko
81558,Daxtha,Mexiko
81559,Teocalco,Mexiko
81560,Honey,Mexiko
81561,Nuevo Necaxa,Mexiko
81562,Espinal,Mexiko
81563,Buena Vista,Mexiko
81564,La Providencia,Mexiko
81565,Texalpan de Abajo,Mexiko
81566,Villa Azueta,Mexiko
81567,San Lucas Totolmaloya,Mexiko
81568,San Juan Totolcintla,Mexiko
81569,El Nigromante,Mexiko
81570,Juamave,Mexiko
81571,Chimaltitán,Mexiko
81572,San Rafael Tecario,Mexiko
81573,San Antonio Primero,Mexiko
81574,Tulillos de Abajo,Mexiko
81575,San Nicolás Temascatío,Mexiko
81576,San Juan del Llanito,Mexiko
81577,San Jose de los Olvera,Mexiko
81578,La Ceja,Mexiko
81579,Casa Blanca,Mexiko
81580,San Miguel Totoltepec,Mexiko
81581,Arroyo Vista Hermosa,Mexiko
81582,La Unidad Huitzizilapan,Mexiko
81583,Chalchihuapan,Mexiko
81584,Benito Juárez,Mexiko
81585,Rincón de Curungueo,Mexiko
81586,Colonia Morelos,Mexiko
81587,San Miguel Ixtapan,Mexiko
81588,Estación Tuzantán,Mexiko
81589,Estación Huehuetán,Mexiko
81590,San Bartolo Coyotespec,Mexiko
81591,Tecoanapa,Mexiko
81592,San Juan Sautla,Mexiko
81593,Santa Lucía Ocotlán,Mexiko
81594,San Francisco Tutla,Mexiko
81595,Santa María Acatepec,Mexiko
81596,San Juan Bautista la Raya,Mexiko
81597,Macvilhó,Mexiko
81598,El Guayabito,Mexiko
81599,El Coecillo,Mexiko
81600,Ejido Zaragoza,Mexiko
81601,Santiago Tepopula,Mexiko
81602,Tianguismanalco,Mexiko
81603,San Lucas Atzala,Mexiko
81604,San Francisco Cuapa,Mexiko
81605,Zacapechpan,Mexiko
81606,San Marcos Contla,Mexiko
81607,Zacapu,Mexiko
81608,Caurio de Guadalupe,Mexiko
81609,Tlacolulan,Mexiko
81610,Cruz de Huanacaxtle,Mexiko
81611,San Diego,Mexiko
81612,San Francisco,Mexiko
81613,Ejido de San Mateo Coapexco,Mexiko
81614,Ejido de la Finca,Mexiko
81615,Zumpahuacán,Mexiko
81616,San Agustín Tlaxco,Mexiko
81617,Santa María Nenetzintla,Mexiko
81618,San Antonio Tlacamilco,Mexiko
81619,Benito Juárez,Mexiko
81620,Nicolás Bravo,Mexiko
81621,Juan de la Granja,Mexiko
81622,San Cristóbal,Mexiko
81623,Bara de Chachalacas,Mexiko
81624,San Jerónimo Coyula,Mexiko
81625,San Luis Ajajalpan,Mexiko
81626,Actipan,Mexiko
81627,Francisco Villa,Mexiko
81628,La Compañia,Mexiko
81629,San Nicolás Tolentino,Mexiko
81630,San Sebastián Alcomunga,Mexiko
81631,La Reforma,Mexiko
81632,Colonia del Sol,Mexiko
81633,San Isidro de los Sauces,Mexiko
81634,Orduña de Arriba,Mexiko
81635,Santiago Jicayán,Mexiko
81636,Barrio de San Miguel,Mexiko
81637,La Joya,Mexiko
81638,Nueva Sesecapa,Mexiko
81639,Santiago Pojcol,Mexiko
81640,Yecapixteca,Mexiko
81641,El Castillo,Mexiko
81642,Aquiles Córdova Morán,Mexiko
81643,Nezahualcóyotl,Mexiko
81644,San José las Palmas,Mexiko
81645,Tequisistlán Primero,Mexiko
81646,Prados de Santa Rosa,Mexiko
81647,Monclova Segundo Sector,Mexiko
81648,Parrilla II,Mexiko
81649,El Naranjito,Mexiko
81650,San Lorenzo Itzícuaro,Mexiko
81651,Ejido de Coscomate del Progreso,Mexiko
81652,Ejido de Guadalupe,Mexiko
81653,Lomas de Tenopalco,Mexiko
81654,El Pueblito,Mexiko
81655,San Martín Ejido,Mexiko
81656,Candelaria,Mexiko
81657,Minatitlán,Mexiko
81658,Santa Cruz Quilehtla,Mexiko
81659,Tres Valles,Mexiko
81660,Ixhuatlán del Sureste,Mexiko
81661,Tarímbaro,Mexiko
81662,Padang Mat Sirat,Malaysia
81663,Ayer Hangat,Malaysia
81664,Kuah,Malaysia
81665,Jerantut,Malaysia
81666,Raub,Malaysia
81667,Batu Pahat,Malaysia
81668,Parit Raja,Malaysia
81669,Pekan Nenas,Malaysia
81670,Pontian Kechil,Malaysia
81671,Kampung Pasir Gudang Baru,Malaysia
81672,Kota Tinggi,Malaysia
81673,Taman Senai,Malaysia
81674,Kulai,Malaysia
81675,Skudai,Malaysia
81676,Johor Bahru,Malaysia
81677,Kluang,Malaysia
81678,Yong Peng,Malaysia
81679,Mersing,Malaysia
81680,Segamat,Malaysia
81681,Tangkak,Malaysia
81682,Muar,Malaysia
81683,Bakri,Malaysia
81684,Labis,Malaysia
81685,Chaah,Malaysia
81686,Kuala Selangor,Malaysia
81687,Batang Berjuntai,Malaysia
81688,Batu Arang,Malaysia
81689,Shah Alam,Malaysia
81690,Klang,Malaysia
81691,Cukai,Malaysia
81692,Kuala Lipis,Malaysia
81693,Papar,Malaysia
81694,Kota Kinabalu,Malaysia
81695,Donggongon,Malaysia
81696,Putatan,Malaysia
81697,Kinarut,Malaysia
81698,Ranau,Malaysia
81699,Semporna,Malaysia
81700,Victoria,Malaysia
81701,Beaufort,Malaysia
81702,Lahad Datu,Malaysia
81703,Sandakan,Malaysia
81704,Keningau,Malaysia
81705,Tawau,Malaysia
81706,Paka,Malaysia
81707,Kertih,Malaysia
81708,Kulim,Malaysia
81709,Bagan Serai,Malaysia
81710,Bedong,Malaysia
81711,Simpang Empat,Malaysia
81712,Taiping,Malaysia
81713,Kuala Kangsar,Malaysia
81714,Ipoh,Malaysia
81715,Gua Musang,Malaysia
81716,Kuala Terengganu,Malaysia
81717,Marang,Malaysia
81718,Tampin,Malaysia
81719,Alor Gajah,Malaysia
81720,Kampung Ayer Keroh,Malaysia
81721,Sungai Udang,Malaysia
81722,Malacca,Malaysia
81723,Pelabuhan Klang,Malaysia
81724,Banting,Malaysia
81725,Jenjarum,Malaysia
81726,Semenyih,Malaysia
81727,Seremban,Malaysia
81728,Port Dickson,Malaysia
81729,Sepang,Malaysia
81730,Bahau,Malaysia
81731,Kuala Pilah,Malaysia
81732,Buloh Kasap,Malaysia
81733,Kampung Tekek,Malaysia
81734,Pekan,Malaysia
81735,Mentekab,Malaysia
81736,Temerluh,Malaysia
81737,Batu Feringgi,Malaysia
81738,Butterworth,Malaysia
81739,Perai,Malaysia
81740,Bukit Mertajam,Malaysia
81741,Nibong Tebal,Malaysia
81742,Parit Buntar,Malaysia
81743,Tasek Glugor,Malaysia
81744,George Town,Malaysia
81745,"Kampung Bukit Tinggi, Bentong",Malaysia
81746,Serendah,Malaysia
81747,Rawang,Malaysia
81748,Petaling Jaya,Malaysia
81749,Kuala Lumpur,Malaysia
81750,Sabak Bernam,Malaysia
81751,Sungai Besar,Malaysia
81752,Kuantan,Malaysia
81753,Tanah Rata,Malaysia
81754,Batu Gajah,Malaysia
81755,Kampar,Malaysia
81756,Tapah Road,Malaysia
81757,Bidur,Malaysia
81758,Lumut,Malaysia
81759,Teluk Intan,Malaysia
81760,Gurun,Malaysia
81761,Sungai Petani,Malaysia
81762,Kepala Batas,Malaysia
81763,Ketereh,Malaysia
81764,Pulai Chondong,Malaysia
81765,Tanah Merah,Malaysia
81766,Kuching,Malaysia
81767,Simanggang,Malaysia
81768,Sarikei,Malaysia
81769,Sibu,Malaysia
81770,Kangar,Malaysia
81771,Kuala Perlis,Malaysia
81772,Jitra,Malaysia
81773,Kuala Kedah,Malaysia
81774,Alor Setar,Malaysia
81775,Tumpat,Malaysia
81776,Pasir Mas,Malaysia
81777,Kota Bharu,Malaysia
81778,Kuala Besut,Malaysia
81779,Jertih,Malaysia
81780,Kudat,Malaysia
81781,Kota Belud,Malaysia
81782,Kapit,Malaysia
81783,Bintulu,Malaysia
81784,Limbang,Malaysia
81785,Miri,Malaysia
81786,Ulu Tiram,Malaysia
81787,Telaga Batu,Malaysia
81788,Tanjung Tokong,Malaysia
81789,Tanjung Sepat,Malaysia
81790,Sungai Pelek New Village,Malaysia
81791,Pulau Sebang,Malaysia
81792,Permatang Kuching,Malaysia
81793,Peringat,Malaysia
81794,Ladang Seri Kundang,Malaysia
81795,Pantai Remis,Malaysia
81796,Kuang,Malaysia
81797,Kuala Sungai Baru,Malaysia
81798,Klebang Besar,Malaysia
81799,Kelapa Sawit,Malaysia
81800,Kampung Tanjung Karang,Malaysia
81801,Kampung Sungai Ara,Malaysia
81802,Kampung Simpang Renggam,Malaysia
81803,Kampong Pangkal Kalong,Malaysia
81804,Kampong Masjid Tanah,Malaysia
81805,Kampong Kadok,Malaysia
81806,Kampong Dungun,Malaysia
81807,Kampung Bukit Baharu,Malaysia
81808,Kampung Batu Feringgi,Malaysia
81809,Kampung Baru Subang,Malaysia
81810,Kampung Baharu Nilai,Malaysia
81811,Kampong Baharu Balakong,Malaysia
81812,Kampung Ayer Molek,Malaysia
81813,Juru,Malaysia
81814,Bukit Rambai,Malaysia
81815,Bentong Town,Malaysia
81816,Bemban,Malaysia
81817,Batu Berendam,Malaysia
81818,Bagan Pulau Ketam,Malaysia
81819,Putrajaya,Malaysia
81820,Kampung Kilim,Malaysia
81821,Kampung Kok,Malaysia
81822,Kuala Teriang,Malaysia
81823,Kampung Kuala Besut,Malaysia
81824,Kampung Lemal,Malaysia
81825,Bandar Labuan,Malaysia
81826,Data Kakus,Malaysia
81827,Subang Jaya,Malaysia
81828,Taman Rajawali,Malaysia
81829,Lidung Jelo,Malaysia
81830,Long Ampan Aing or Abanang,Malaysia
81831,Putra Heights,Malaysia
81832,Pantai Cenang,Malaysia
81833,Xai-Xai,Moçambique
81834,Dondo,Moçambique
81835,Chinde,Moçambique
81836,Macia,Moçambique
81837,Tete,Moçambique
81838,Ressano Garcia,Moçambique
81839,Quelimane,Moçambique
81840,Pemba,Moçambique
81841,Nampula,Moçambique
81842,Nacala,Moçambique
81843,Montepuez,Moçambique
81844,Mocímboa,Moçambique
81845,Ilha de Moçambique,Moçambique
81846,Maxixe,Moçambique
81847,Matola,Moçambique
81848,Maputo,Moçambique
81849,Manhiça,Moçambique
81850,Mandimba,Moçambique
81851,Lichinga,Moçambique
81852,Inhambane,Moçambique
81853,Cuamba,Moçambique
81854,Chokwé,Moçambique
81855,Chimoio,Moçambique
81856,Chibuto,Moçambique
81857,Beira,Moçambique
81858,António Enes,Moçambique
81859,Mutuáli,Moçambique
81860,Katima Mulilo,
81861,Bagani,
81862,Windhoek,
81863,Warmbad,
81864,Usakos,
81865,Tsumeb,
81866,Tses,
81867,Swakopmund,
81868,Rundu,
81869,Rehoboth,
81870,Outjo,
81871,Otjiwarongo,
81872,Otjimbingwe,
81873,Otavi,
81874,Oshikango,
81875,Oshakati,
81876,Oranjemund,
81877,Opuwo,
81878,Ongwediva,
81879,Ongandjera,
81880,Ondangwa,
81881,Omuthiya,
81882,Omaruru,
81883,Okakarara,
81884,Okahao,
81885,Okahandja,
81886,Nkurenkuru,
81887,Mariental,
81888,Maltahöhe,
81889,Lüderitz,
81890,Khorixas,
81891,Keetmanshoop,
81892,Katutura,
81893,Karibib,
81894,Karasburg,
81895,Hoachanas,
81896,Hentiesbaai,
81897,Grootfontein,
81898,Gobabis,
81899,Eenhana,
81900,Bethanie,
81901,Aranos,
81902,Arandis,
81903,Walvis Bay,
81904,Outapi,
81905,Yaté-Barrage,New Caledonia
81906,Wé,New Caledonia
81907,Wala,New Caledonia
81908,Voh,New Caledonia
81909,Vao,New Caledonia
81910,Touho,New Caledonia
81911,Thio,New Caledonia
81912,Tadine,New Caledonia
81913,Poya,New Caledonia
81914,Poum,New Caledonia
81915,Pouembout,New Caledonia
81916,Pouébo,New Caledonia
81917,Ponérihouen,New Caledonia
81918,Poindimié,New Caledonia
81919,Païta,New Caledonia
81920,Ouégoa,New Caledonia
81921,Nouméa,New Caledonia
81922,Mont-Dore,New Caledonia
81923,La Foa,New Caledonia
81924,Koumac,New Caledonia
81925,Koné,New Caledonia
81926,Kaala-Gomén,New Caledonia
81927,Houaïlou,New Caledonia
81928,Hienghène,New Caledonia
81929,Fayaoué,New Caledonia
81930,Dumbéa,New Caledonia
81931,Canala,New Caledonia
81932,Bourail,New Caledonia
81933,Bouloupari,New Caledonia
81934,Birnin Gaouré,Niger
81935,Birni N Konni,Niger
81936,Zinder,Niger
81937,Tillabéri,Niger
81938,Tibiri,Niger
81939,Tessaoua,Niger
81940,Téra,Niger
81941,Tchintabaraden,Niger
81942,Tanout,Niger
81943,Tahoua,Niger
81944,Say,Niger
81945,Ouallam,Niger
81946,Niamey,Niger
81947,Nguigmi,Niger
81948,Mirriah,Niger
81949,Mayahi,Niger
81950,Matamey,Niger
81951,Maradi,Niger
81952,Maïné Soroa,Niger
81953,Magaria,Niger
81954,Madarounfa,Niger
81955,Madaoua,Niger
81956,Loga,Niger
81957,Kollo,Niger
81958,Keïta,Niger
81959,Kantché,Niger
81960,Illéla,Niger
81961,Guidan Roumdji,Niger
81962,Gouré,Niger
81963,Gaya,Niger
81964,Filingué,Niger
81965,Dosso,Niger
81966,Dogondoutchi,Niger
81967,Diffa,Niger
81968,Dakoro,Niger
81969,Bouza,Niger
81970,Bilma,Niger
81971,Ayorou,Niger
81972,Arlit,Niger
81973,Alaghsas,Niger
81974,Aguié,Niger
81975,Agadez,Niger
81976,Abalak,Niger
81977,Tchirozérine,Niger
81978,Kingston,Norfolk Island
81979,Zuru,Nigeria
81980,Zurmi,Nigeria
81981,Zungeru,Nigeria
81982,Zonkwa,Nigeria
81983,Zing,Nigeria
81984,Zaria,Nigeria
81985,Zango,Nigeria
81986,Zalanga,Nigeria
81987,Zakirai,Nigeria
81988,Zaki Biam,Nigeria
81989,Zadawa,Nigeria
81990,Yuli,Nigeria
81991,Yola,Nigeria
81992,Yenagoa,Nigeria
81993,Yelwa,Nigeria
81994,Yelwa,Nigeria
81995,Yashikera,Nigeria
81996,Yandev,Nigeria
81997,Yanda Bayo,Nigeria
81998,Yamrat,Nigeria
81999,Yajiwa,Nigeria
82000,Yabo,Nigeria
82001,Wuyo,Nigeria
82002,Wushishi,Nigeria
82003,Wurno,Nigeria
82004,Wukari,Nigeria
82005,Wudil,Nigeria
82006,Wawa,Nigeria
82007,Wase,Nigeria
82008,Wasagu,Nigeria
82009,Warri,Nigeria
82010,Wannune,Nigeria
82011,Wamba,Nigeria
82012,Wamako,Nigeria
82013,Wagini,Nigeria
82014,Vom,Nigeria
82015,Vandeikya,Nigeria
82016,Uyo,Nigeria
82017,Utu Etim Ekpo,Nigeria
82018,Ozoro,Nigeria
82019,Uselu,Nigeria
82020,Uruobo-Okija,Nigeria
82021,Urualla,Nigeria
82022,Uromi,Nigeria
82023,Uquo,Nigeria
82024,Ukpor,Nigeria
82025,Ungogo,Nigeria
82026,Umuneke-Ngor,Nigeria
82027,Umunede,Nigeria
82028,Umulona,Nigeria
82029,Umuelemai,Nigeria
82030,Umuahia,Nigeria
82031,Ukpo,Nigeria
82032,Ukata,Nigeria
82033,Ughelli,Nigeria
82034,Ugep,Nigeria
82035,Ugba,Nigeria
82036,Uga,Nigeria
82037,Udi,Nigeria
82038,Ubiaja,Nigeria
82039,Uba,Nigeria
82040,Tureta,Nigeria
82041,Tudun Wada,Nigeria
82042,Tsanyawa,Nigeria
82043,Toungo,Nigeria
82044,Toto,Nigeria
82045,Toro,Nigeria
82046,Tokombere,Nigeria
82047,Tofa,Nigeria
82048,Tegina,Nigeria
82049,Tede,Nigeria
82050,Taura,Nigeria
82051,Tambuwal,Nigeria
82052,Talata Mafara,Nigeria
82053,Talasse,Nigeria
82054,Takum,Nigeria
82055,Bunza,Nigeria
82056,Takai,Nigeria
82057,Tafawa Balewa,Nigeria
82058,Suya,Nigeria
82059,Surulere,Nigeria
82060,Sumaila,Nigeria
82061,Sule Tankarkar,Nigeria
82062,Suleja,Nigeria
82063,Song,Nigeria
82064,Sokoto,Nigeria
82065,Soba,Nigeria
82066,Siluko,Nigeria
82067,Silame,Nigeria
82068,Somolu,Nigeria
82069,Shinkafi,Nigeria
82070,Shendam,Nigeria
82071,Shelleng,Nigeria
82072,Share,Nigeria
82073,Shanono,Nigeria
82074,Shani,Nigeria
82075,Shanga,Nigeria
82076,Saki,Nigeria
82077,Shagari,Nigeria
82078,Shagamu,Nigeria
82079,Shaffa,Nigeria
82080,Serti,Nigeria
82081,Sauri,Nigeria
82082,Sarkin Pawa,Nigeria
82083,Sapele,Nigeria
82084,Sankwala,Nigeria
82085,Sankera,Nigeria
82086,Sandamu,Nigeria
82087,Samamiya,Nigeria
82088,Sakaba,Nigeria
82089,Sagbama,Nigeria
82090,Safana,Nigeria
82091,Sade,Nigeria
82092,Sabuwa,Nigeria
82093,Sabongida-Ora,Nigeria
82094,Sabon Birni,Nigeria
82095,Runka,Nigeria
82096,Ruma,Nigeria
82097,Roni,Nigeria
82098,Rogo,Nigeria
82099,Riyom,Nigeria
82100,Riti,Nigeria
82101,Ririwai,Nigeria
82102,Ringim,Nigeria
82103,Rimin Gado,Nigeria
82104,Rimi,Nigeria
82105,Rijau,Nigeria
82106,Ribah,Nigeria
82107,Rano,Nigeria
82108,Rann,Nigeria
82109,Saminaka,Nigeria
82110,Rabah,Nigeria
82111,Potiskum,Nigeria
82112,Port Harcourt,Nigeria
82113,Pindiga,Nigeria
82114,Patigi,Nigeria
82115,Patani,Nigeria
82116,Panyam,Nigeria
82117,Pantisawa,Nigeria
82118,Pankshin,Nigeria
82119,Paiko,Nigeria
82120,Ozubulu,Nigeria
82121,Oyo,Nigeria
82122,Oye-Ekiti,Nigeria
82123,Oyan,Nigeria
82124,Owu-Isin,Nigeria
82125,Owode,Nigeria
82126,Owo,Nigeria
82127,Owerri,Nigeria
82128,Owena,Nigeria
82129,Owa-Oyibu,Nigeria
82130,Otuocha,Nigeria
82131,Otun-Ekiti,Nigeria
82132,Otukpa,Nigeria
82133,Otu-Jeremi,Nigeria
82134,Otor-Udu,Nigeria
82135,Otu,Nigeria
82136,Ota,Nigeria
82137,Otan Ayegbaju,Nigeria
82138,Osu,Nigeria
82139,Osogbo,Nigeria
82140,Oshodi,Nigeria
82141,Afor-Oru,Nigeria
82142,Oron,Nigeria
82143,Orodo,Nigeria
82144,Orlu,Nigeria
82145,Orita Eruwa,Nigeria
82146,Orerokpe,Nigeria
82147,Ore,Nigeria
82148,Oporoma,Nigeria
82149,Opobo,Nigeria
82150,Ikot Abasi,Nigeria
82151,Opi,Nigeria
82152,Onyedega,Nigeria
82153,Onitsha,Nigeria
82154,Ondo,Nigeria
82155,Omuo-Ekiti,Nigeria
82156,Omu-Aran,Nigeria
82157,Omoku,Nigeria
82158,Olupona,Nigeria
82159,Oleh,Nigeria
82160,Okpoga,Nigeria
82161,Okwe,Nigeria
82162,Okuta,Nigeria
82163,Okrika,Nigeria
82164,Okpoma,Nigeria
82165,Okpo,Nigeria
82166,Okoroete,Nigeria
82167,Okopedi,Nigeria
82168,Oko Ita,Nigeria
82169,Okigwe,Nigeria
82170,Oke-Oyi,Nigeria
82171,Okene,Nigeria
82172,Oke Mesi,Nigeria
82173,Oke Ila,Nigeria
82174,Okeho,Nigeria
82175,Okehi,Nigeria
82176,Oke-Agbe,Nigeria
82177,Okada,Nigeria
82178,Oka,Nigeria
82179,Oju,Nigeria
82180,Ojoto,Nigeria
82181,Oji River,Nigeria
82182,Ohafia-Ifigh,Nigeria
82183,Ogwashi-Uku,Nigeria
82184,Oguta,Nigeria
82185,Ogurugu,Nigeria
82186,Oguma,Nigeria
82187,Ogu,Nigeria
82188,Ogoja,Nigeria
82189,Ogidi,Nigeria
82190,Ogbomoso,Nigeria
82191,Ogbere,Nigeria
82192,Ogbede,Nigeria
82193,Ogaminana,Nigeria
82194,Offa,Nigeria
82195,Odukpani,Nigeria
82196,Odot,Nigeria
82197,Odoro Ikpe,Nigeria
82198,Odogbolu,Nigeria
82199,Odo-Ere,Nigeria
82200,Odeda,Nigeria
82201,Ode,Nigeria
82202,Ode-Ekiti,Nigeria
82203,Ochobo,Nigeria
82204,Obudu,Nigeria
82205,Obubra,Nigeria
82206,Obonoma,Nigeria
82207,Obolo-Eke (1),Nigeria
82208,Obollo-Afor,Nigeria
82209,Obiaruku,Nigeria
82210,Obi,Nigeria
82211,Nzam,Nigeria
82212,Nung Udoe,Nigeria
82213,Numan,Nigeria
82214,Nto Edino,Nigeria
82215,Nteje,Nigeria
82216,Nsukka,Nigeria
82217,Isiokpo,Nigeria
82218,Nnewi,Nigeria
82219,Nkwerre,Nigeria
82220,Nkpor,Nigeria
82221,Mkpat Enin,Nigeria
82222,Ningi,Nigeria
82223,Nguzu Edda,Nigeria
82224,Nguru,Nigeria
82225,Ngurore,Nigeria
82226,Ngo,Nigeria
82227,Ngala,Nigeria
82228,Wara,Nigeria
82229,New Shagunnu,Nigeria
82230,New Bussa,Nigeria
82231,Neni,Nigeria
82232,Nembe,Nigeria
82233,Ndeaboh,Nigeria
82234,Nasarawa Egon,Nigeria
82235,Nasarawa,Nigeria
82236,Nafada,Nigeria
82237,Mutum Biyu,Nigeria
82238,Mushin,Nigeria
82239,Musawa,Nigeria
82240,Mubi,Nigeria
82241,Moriki,Nigeria
82242,Mopa,Nigeria
82243,Moniya,Nigeria
82244,Monguno,Nigeria
82245,Mangu,Nigeria
82246,Mokwa,Nigeria
82247,Modakeke,Nigeria
82248,Bolorunduro,Nigeria
82249,Misau,Nigeria
82250,Miringa,Nigeria
82251,Minna,Nigeria
82252,Minjibir,Nigeria
82253,Miga,Nigeria
82254,Michika,Nigeria
82255,Imeko,Nigeria
82256,Mgbidi,Nigeria
82257,Mberubu,Nigeria
82258,Mbalano,Nigeria
82259,Mayo-Belwa,Nigeria
82260,Machina,Nigeria
82261,Matazu,Nigeria
82262,Mashi,Nigeria
82263,Maru,Nigeria
82264,Marte,Nigeria
82265,Maradun,Nigeria
82266,Mani,Nigeria
82267,Mando,Nigeria
82268,Malumfashi,Nigeria
82269,Mallam Sidi,Nigeria
82270,Mallammaduri,Nigeria
82271,Makurdi,Nigeria
82272,Makoko,Nigeria
82273,Makera,Nigeria
82274,Makarfi,Nigeria
82275,Maiyama,Nigeria
82276,Maikunkele,Nigeria
82277,Maiha,Nigeria
82278,Maigatari,Nigeria
82279,Maigana,Nigeria
82280,Maiduguri,Nigeria
82281,Mai’Adua,Nigeria
82282,Mahuta,Nigeria
82283,Magumeri,Nigeria
82284,Mafa,Nigeria
82285,Madobi,Nigeria
82286,Madara,Nigeria
82287,Madala,Nigeria
82288,Madagali,Nigeria
82289,Lokoja,Nigeria
82290,Lere,Nigeria
82291,Lere,Nigeria
82292,Lemu,Nigeria
82293,Lau,Nigeria
82294,Lapai,Nigeria
82295,Langtang,Nigeria
82296,Lamurde,Nigeria
82297,Lame,Nigeria
82298,Lalupon,Nigeria
82299,Lagos,Nigeria
82300,Lafiagi,Nigeria
82301,Lafia,Nigeria
82302,Kwolla,Nigeria
82303,Kwoi,Nigeria
82304,Kwaya Kusar,Nigeria
82305,Kwatarkwashi,Nigeria
82306,Kware,Nigeria
82307,Kwali,Nigeria
82308,Kwale,Nigeria
82309,Kutigi,Nigeria
82310,Kuta,Nigeria
82311,Kusheriki,Nigeria
82312,Kusada,Nigeria
82313,Kurfi,Nigeria
82314,Kura,Nigeria
82315,Kunchi,Nigeria
82316,Kumo,Nigeria
82317,Kumbotso,Nigeria
82318,Kumagunnam,Nigeria
82319,Kukawa,Nigeria
82320,Kuje,Nigeria
82321,Kujama,Nigeria
82322,Kpor,Nigeria
82323,Koton-Karfe,Nigeria
82324,Kosubosu,Nigeria
82325,Kontagora,Nigeria
82326,Konkwesso,Nigeria
82327,Konduga,Nigeria
82328,Koko,Nigeria
82329,Kiyawa,Nigeria
82330,Kisi,Nigeria
82331,Kiru,Nigeria
82332,Karkarna,Nigeria
82333,Kiri Kasamma,Nigeria
82334,Kirfi,Nigeria
82335,Auyo,Nigeria
82336,Kibiya,Nigeria
82337,Kende,Nigeria
82338,Kafin Hausa,Nigeria
82339,Keffi,Nigeria
82340,Kebbe,Nigeria
82341,Keana,Nigeria
82342,Kazaure,Nigeria
82343,Kauru,Nigeria
82344,Kaura Namoda,Nigeria
82345,Kaugama,Nigeria
82346,Katsina-Ala,Nigeria
82347,Katsina,Nigeria
82348,Katcha,Nigeria
82349,Warji,Nigeria
82350,Katagum,Nigeria
82351,Karim Lamido,Nigeria
82352,Kari,Nigeria
82353,Karaye,Nigeria
82354,Kano,Nigeria
82355,Kankia,Nigeria
82356,Kankara,Nigeria
82357,Kamba,Nigeria
82358,Kaltungo,Nigeria
82359,Kalgo,Nigeria
82360,Kajuru,Nigeria
82361,Kaita,Nigeria
82362,Kangiwa,Nigeria
82363,Kaiama,Nigeria
82364,Kaiama,Nigeria
82365,Kagoro,Nigeria
82366,Kagarko,Nigeria
82367,Kagara,Nigeria
82368,Kafur,Nigeria
82369,Kafin Madaki,Nigeria
82370,Kafarati,Nigeria
82371,Kafanchan,Nigeria
82372,Lissam,Nigeria
82373,Kaduna,Nigeria
