,Cities,Countries,Population
51950,Aïn Defla,Algeriet,52276.0
51951,Novaya Chigla,Ryssland,2978.0
51952,Tabogon,Filippinerna,0.0
51953,Barraute,Kanada,1180.0
51954,Aritzo,Italien,1321.0
51955,Replonges,Frankrike,3128.0
51956,Ardesio,Italien,2315.0
51957,Ampatuan,Filippinerna,3962.0
51958,Ahnsbeck,Tyskland,1667.0
51959,Tanvald,Czechia,6921.0
51960,Cermes,Italien,1119.0
51961,Borod,Rumänien,4076.0
51962,Neila de San Miguel,Spanien,99.0
51963,Khammam,Indien,170503.0
51964,Ulaangom,Mongoliet,28085.0
51965,Viscri,Rumänien,2476.0
51966,Trubschachen,Schweiz,1530.0
51967,Scarmagno,Italien,380.0
51968,Valence-d’Albigeois,Frankrike,1295.0
51969,Szarvas,Ungern,18170.0
51970,Balaklava,Ukraina,18649.0
51971,Santiago Yeché,Mexiko,2111.0
51972,La Roche-Derrien,Frankrike,1063.0
51973,Buzdohanj,Kroatien,1517.0
51974,Qenterê,Syria,0.0
51975,Steuben,USA,1171.0
51976,Plounéour-Trez,Frankrike,1238.0
51977,Berre-l'Étang,Frankrike,14062.0
51978,Ramtown,USA,6242.0
51979,Häusern,Tyskland,1340.0
51980,West Chatham,USA,1410.0
51981,Las Compuertas,Mexiko,1101.0
51982,Centenary,Zimbabwe,3388.0
51983,Gazeran,Frankrike,1219.0
51984,Grzegorzew,Polen,1650.0
51985,Ipetumodu,Nigeria,0.0
51986,Daisen,Japan,0.0
51987,Orléans,Frankrike,124149.0
51988,Quédillac,Frankrike,1074.0
51989,Rediu,Rumänien,1413.0
51990,Augy,Frankrike,1182.0
51991,Roccasicura,Italien,531.0
51992,Roppen,Austria,1800.0
51993,El Refugio,Mexiko,1715.0
51994,Cerro La Calera,Mexiko,3740.0
51995,Poligny,Frankrike,4283.0
51996,Schwertberg,Austria,3895.0
51997,Merredin,Australien,2668.0
51998,Santa Catarina Pinula,Guatemala,67994.0
51999,Kirchdorf,Tyskland,2029.0
52000,Divo,Elfenbenskusten,127867.0
52001,Las Juntas,Mexiko,6259.0
52002,Marzano Appio,Italien,3087.0
52003,Rancho Viejo,Mexiko,1078.0
52004,Dřevohostice,Czechia,1569.0
52005,Carterville,USA,5818.0
52006,Cravagliana,Italien,49.0
52007,Cuencamé de Ceniceros,Mexiko,9848.0
52008,Libertów,Polen,1952.0
52009,Lohārdagā,Indien,53032.0
52010,Pyŏksŏng-ŭp,North Korea,12937.0
52011,Rimbach,Tyskland,8537.0
52012,Sinahua,Mexiko,1349.0
52013,Dalbeattie,United Kingdom,4260.0
52014,Pisac,Peru,2000.0
52015,Greenville,USA,8444.0
52016,Reconquista,Argentina,90184.0
52017,Gulishah Kach,Pakistan,1261.0
52018,Butterworth,Malaysia,107591.0
52019,Ardmore,USA,12455.0
52020,Kumopa,Indonesien,0.0
52021,Moschiano,Italien,1627.0
52022,Glotovka,Ryssland,3039.0
52023,Peterhof,Ryssland,73199.0
52024,Grigny,Frankrike,8331.0
52025,Inkerman,USA,1819.0
52026,Matrei in Osttirol,Austria,2482.0
52027,San Ramon,Filippinerna,2149.0
52028,Deleni,Rumänien,1890.0
52029,El Pantano,Panama,92.0
52030,Experiment,USA,2894.0
52031,Bondy,Frankrike,48268.0
52032,Colonia Lázaro Cárdenas,Mexiko,1822.0
52033,San Pedro Sacatepéquez,Guatemala,40021.0
52034,Huejotzingo,Mexiko,25684.0
52035,Vratnica,Makedonien,3678.0
52036,Gili Trawangan,Indonesien,1500.0
52037,Andover,United Kingdom,42276.0
52038,Puglianello,Italien,603.0
52039,Simancas,Spanien,4611.0
52040,Bhawana,Pakistan,16218.0
52041,Štíty,Czechia,2049.0
52042,Tărlungeni,Rumänien,7219.0
52043,Castlewood,USA,2045.0
52044,San Gabriel,Mexiko,4358.0
52045,Dosson,Italien,5783.0
52046,Privetnoye,Ukraina,1867.0
52047,Alton North (historical),USA,5541.0
52048,Tabanac,Frankrike,1072.0
52049,Qerret,Albanien,0.0
52050,Coltishall,United Kingdom,2310.0
52051,Fort Hall,USA,3201.0
52052,Habikino,Japan,0.0
52053,Red Lake,Kanada,4366.0
52054,Brokopondo,Surinam,14662.0
52055,Brzesko,Polen,16866.0
52056,Tagawa,Japan,51608.0
52057,Saraphi,Thailand,0.0
52058,Wouldham,United Kingdom,1253.0
52059,Cochea Abajo,Panama,435.0
52060,Gümüşakar,Turkiet,0.0
52061,Coirós,Spanien,1689.0
52062,Oosthuizen,Nederländerna,1260.0
52063,Pudozh,Ryssland,10605.0
52064,Laxey,Isle of Man,1768.0
52065,Sastobe,Kazakstan,6827.0
52066,Gradoli,Italien,1305.0
52067,Aldeanueva de San Bartolomé,Spanien,517.0
52068,Barrigada Village,Guam,8875.0
52069,Kisai,Japan,20850.0
52070,Mường Chà,Vietnam,0.0
52071,Ximei,Kina,94326.0
52072,Masham,United Kingdom,1205.0
52073,Haldia,Indien,170695.0
52074,Three Forks,USA,1926.0
52075,Kersaint-Plabennec,Frankrike,1166.0
52076,Tét,Ungern,4104.0
52077,Arcadia,USA,2861.0
52078,Lyubovsho,Ryssland,1379.0
52079,Masumbwe,Tanzania,34780.0
52080,L’govskoye,Ukraina,1605.0
52081,Allanche,Frankrike,1122.0
52082,Galkissa,Sri Lanka,215941.0
52083,Sauvigny-les-Bois,Frankrike,1527.0
52084,Gaißach,Tyskland,3028.0
52085,Annaka,Japan,48235.0
52086,Feistritz ob Bleiburg,Austria,287.0
52087,Sulița,Rumänien,1357.0
52088,Vaskút,Ungern,3613.0
52089,Brixton,United Kingdom,1252.0
52090,Alūksne,Lettland,2264.0
52091,Château-Salins,Frankrike,2874.0
52092,Karangbadar Kidul,Indonesien,0.0
52093,Glubokoye,Kazakstan,11192.0
52094,Zhumadian,Kina,720000.0
52095,Svirsk,Ryssland,14717.0
52096,Porlock,United Kingdom,1213.0
52097,Jajimaji,Nigeria,0.0
52098,Pincehely,Ungern,2548.0
52099,Timberlake,USA,12183.0
52100,Bulungu,Democratic Republic of the Congo,48344.0
52101,Bélâbre,Frankrike,1042.0
52102,Forlimpopoli,Italien,9392.0
52103,Las Ovejas,Argentina,1312.0
52104,Ponte Lambro,Italien,4269.0
52105,Walpole Island,Kanada,1878.0
52106,Walliswil bei Niederbipp,Schweiz,0.0
52107,Newent,United Kingdom,4322.0
52108,Mătești,Rumänien,1445.0
52109,Peristéri,Grekland,139981.0
52110,Salerano sul Lambro,Italien,2607.0
52111,Asprángeloi,Grekland,165.0
52112,Libre Unión,Mexiko,1671.0
52113,Karanyowka,Vitryssland,1141.0
52114,Los Alamitos,USA,11449.0
52115,Gundsømagle,Danmark,2149.0
52116,Ashgabat,Turkmenistan,727700.0
52117,Kölliken,Schweiz,4059.0
52118,Galesville,USA,1551.0
52119,Vaglia,Italien,885.0
52120,Ma’anshan,Kina,0.0
52121,Ficarra,Italien,793.0
52122,Dhandhuka,Indien,30049.0
52123,Heemskerk,Nederländerna,36170.0
52124,Santa Lucía Cotzumalguapa,Guatemala,62097.0
52125,Bernardo Larroudé,Argentina,1619.0
52126,Bédoin,Frankrike,3016.0
52127,Madisonville,USA,4637.0
52128,Famars,Frankrike,2536.0
52129,Kyzburun Pervyy,Ryssland,5833.0
52130,San Pelayo de Guareña,Spanien,148.0
52131,Herstmonceux,United Kingdom,1130.0
52132,Korem,Etiopien,30633.0
52133,Embid de Ariza,Spanien,75.0
52134,Bishopton,United Kingdom,4640.0
52135,Oropesa del Mar,Spanien,11188.0
52136,Achuapa,Nicaragua,3299.0
52137,Hambach,Frankrike,2587.0
52138,Nicolás Bravo,Mexiko,2113.0
52139,Wolframs-Eschenbach,Tyskland,2911.0
52140,Labuñgan,Filippinerna,2397.0
52141,Piekielnik,Polen,2314.0
52142,Vânători,Rumänien,5521.0
52143,Nova Iguaçu,Brasilien,1002118.0
52144,Jaffa,Israel,100000.0
52145,Kyzyl-Adyr,Kyrgyzstan,0.0
52146,Sunampe,Peru,0.0
52147,San Nicola,Italien,739.0
52148,Mougins,Frankrike,18973.0
52149,Bellampalli,Indien,66660.0
52150,Waldmünchen,Tyskland,7392.0
52151,Port-Olry,Vanuatu,1951.0
52152,Iacobeni,Rumänien,3836.0
52153,Fishtoft,United Kingdom,1085.0
52154,Soca,Uruguay,1742.0
52155,Gengqing,Kina,0.0
52156,Martres-Tolosane,Frankrike,1927.0
52157,Aljustrel,Portugal,5334.0
52158,Kurşunlu,Turkiet,0.0
52159,Sahāwar,Indien,22201.0
52160,Bal Harbour,USA,2877.0
52161,Bonnefamille,Frankrike,1052.0
52162,Thames,Nya Zeeland,7136.0
52163,Ponte nelle Alpi,Italien,7913.0
52164,Xewkija,Malta,3303.0
52165,Coraki,Australien,1841.0
52166,Józefów,Polen,1766.0
52167,Pallejà,Spanien,11134.0
52168,Katoúna,Grekland,2234.0
52169,Apples,Schweiz,1201.0
52170,Roncoferraro,Italien,2854.0
52171,Kamiah,USA,1273.0
52172,Semič,Slovenien,2000.0
52173,Banbalah,Tunisien,12367.0
52174,Throckmorton,USA,797.0
52175,Breno,Italien,3617.0
52176,Woodland Hills,USA,70000.0
52177,Kankia,Nigeria,0.0
52178,Rāmganj Mandi,Indien,35754.0
52179,Rincón de Soto,Spanien,3544.0
52180,Esquel,Argentina,28486.0
52181,Monasterevin,Irland,3710.0
52182,Candoni,Filippinerna,6191.0
52183,San Francisco,Mexiko,1735.0
52184,Liancheng,Kina,0.0
52185,Saint-Georges-Buttavent,Frankrike,1470.0
52186,Peso da Régua,Portugal,5048.0
52187,Port Glaud,Seychelles,2174.0
52188,Dalyan,Turkiet,5000.0
52189,Otterburn,United Kingdom,654.0
52190,Korydallós,Grekland,63445.0
52191,Nicorvo,Italien,341.0
52192,Sección del Cerrito,Mexiko,1121.0
52193,Tierra Colorada,Mexiko,1106.0
52194,Gâldău,Rumänien,1665.0
52195,Arándiga,Spanien,481.0
52196,Emiliano Zapata,Mexiko,5756.0
52197,San Pablo Viejo Abajo,Panama,5992.0
52198,Nindirí,Nicaragua,7073.0
52199,Zărnești,Rumänien,24926.0
52200,Catalão,Brasilien,63544.0
52201,Cresswell,United Kingdom,0.0
52202,Dinsheim-sur-Bruche,Frankrike,1426.0
52203,Mulatupo,Panama,1303.0
52204,Guildford West,Australien,4420.0
52205,Kopong,Botswana,6895.0
52206,Osiek,Polen,1012.0
52207,Ascona,Schweiz,5084.0
52208,Manohar Thāna,Indien,10100.0
52209,West Terre Haute,USA,2217.0
52210,Xiguan,Kina,0.0
52211,Daram,Filippinerna,3069.0
52212,Bras-Panon,Reunion,10444.0
52213,Mautern,Austria,2917.0
52214,Vânju-Mare,Rumänien,6740.0
52215,Vandavāsi,Indien,31530.0
52216,Waiblingen,Tyskland,52945.0
52217,Ratsada,Thailand,0.0
52218,Gilberto Camacho,Mexiko,1633.0
52219,Capo Rizzuto,Italien,1045.0
52220,Bagdogra,Indien,17372.0
52221,Lupi Viejo,Filippinerna,2453.0
52222,Nabatîyé et Tahta,Libanon,120000.0
52223,Messíni,Grekland,6773.0
52224,Santa Eufemia,Argentina,2179.0
52225,Khallat Şāliḩ,Palestinian Territory,1077.0
52226,Portola Hills,USA,9083.0
52227,Valverde de Campos,Spanien,120.0
52228,Villaescusa,Spanien,353.0
52229,Pitogo,Filippinerna,2643.0
52230,Ellesmere Port,United Kingdom,67768.0
52231,Kumberg,Austria,1707.0
52232,Malvern,USA,3430.0
52233,Daltonganj,Indien,77704.0
52234,Cosoleto,Italien,399.0
52235,Raffadali,Italien,11992.0
52236,Thạnh Mỹ,Vietnam,0.0
52237,Ixtlahuacán del Río,Mexiko,6198.0
52238,Torraca,Italien,688.0
52239,Sinaia,Rumänien,11918.0
52240,Plagiári,Grekland,5392.0
52241,Uftrungen,Tyskland,1122.0
52242,La Libertad,Mexiko,2782.0
52243,Locon,Frankrike,2304.0
52244,Santa Ana,Ecuador,12833.0
52245,Persico Dosimo,Italien,2657.0
52246,San Gabriel Mixtepec,Mexiko,3518.0
52247,Sain Bajo,Mexiko,1088.0
52248,Kirovskiy,Ryssland,9467.0
52249,Ahlen,Tyskland,55280.0
52250,Birgitz,Austria,1419.0
52251,Kulattūr,Indien,10632.0
52252,Divino das Laranjeiras,Brasilien,9058.0
52253,Moorooduc,Australien,1028.0
52254,Saint-Médard-de-Mussidan,Frankrike,1590.0
52255,Tlachichuca,Mexiko,7574.0
52256,Schwarza,Tyskland,1398.0
52257,Norias del Refugio,Mexiko,1061.0
52258,Vaie,Italien,1450.0
52259,Bakkeveen,Nederländerna,1450.0
52260,Bayinsai,Kina,0.0
52261,Bella Farnia,Italien,1002.0
52262,Amixtlán,Mexiko,2518.0
52263,Balite,Filippinerna,2564.0
52264,Spytihněv,Czechia,1692.0
52265,Vlissingen,Nederländerna,45273.0
52266,San Germán,Cuba,43892.0
52267,Taradell,Spanien,5577.0
52268,Lerrnanist,Armenia,2511.0
52269,Moyotzingo,Mexiko,27137.0
52270,Gencsapáti,Ungern,2580.0
52271,Ober-Mörlen,Tyskland,5967.0
52272,Pinilla de Jadraque,Spanien,80.0
52273,Vailly-sur-Aisne,Frankrike,2133.0
52274,Valle di Vado,Italien,1401.0
52275,Bussolengo,Italien,15170.0
52276,Tyukod,Ungern,2188.0
52277,Hari Bdr Tamang House,Nepal,10000.0
52278,New Alresford,United Kingdom,5431.0
52279,Robledillo de Mohernando,Spanien,122.0
52280,Turrivalignani,Italien,211.0
52281,Jedwabno,Polen,1125.0
52282,Gilching,Tyskland,16859.0
52283,Emporia,USA,24649.0
52284,Skoki,Polen,3972.0
52285,Ağlı,Turkiet,0.0
52286,Ullastrell,Spanien,1467.0
52287,Pomáz,Ungern,14917.0
52288,Bārāmati,Indien,53919.0
52289,Pedro Corto,Dominican Republic,2067.0
52290,Odoorn,Nederländerna,1835.0
52291,Cammeray,Australien,6693.0
52292,Quebradillas,Puerto Rico,5620.0
52293,Hohenwarthe,Tyskland,1475.0
52294,Lloren,Filippinerna,5800.0
52295,Ciușlea,Rumänien,1151.0
52296,Lagosanto,Italien,4026.0
52297,Maoming,Kina,0.0
52298,Moama,Australien,4642.0
52299,Innisfail,Australien,8262.0
52300,Dār Kulayb,Bahrain,65466.0
52301,Vushtrri,Kosovo,30651.0
52302,Castellar de la Muela,Spanien,41.0
52303,Santiago Citendejé,Mexiko,5414.0
52304,San José la Hacienda,Mexiko,1706.0
52305,Gifflenga,Italien,22.0
52306,Río Grande,Panama,71.0
52307,Krakaudorf,Austria,609.0
52308,Pastena,Italien,445.0
52309,San Carlos,Panama,392.0
52310,Milbridge,USA,1330.0
52311,Dvortsy,Ryssland,1492.0
52312,The Plains,USA,3080.0
52313,Checker Hall,Barbados,0.0
52314,Gruta,Polen,1600.0
52315,Højby,Danmark,4406.0
52316,Rincón de Tamayo,Mexiko,10324.0
52317,Cape Neddick,USA,2568.0
52318,North Rock Springs,USA,2207.0
52319,Rivarolo Canavese,Italien,10978.0
52320,Nueno,Spanien,451.0
52321,Hirel,Frankrike,1288.0
52322,Etimesgut,Turkiet,0.0
52323,"Las Vegas, Santa Barbara",Honduras,7487.0
52324,Sychëvo,Ryssland,3000.0
52325,Kirke Hvalsø,Danmark,4086.0
52326,Ljubešćica,Kroatien,1306.0
52327,Cathedral City,USA,53826.0
52328,Banihāl,Indien,3278.0
52329,Appleton,USA,74139.0
52330,Cheles,Spanien,1313.0
52331,Chiquinquirá,Colombia,45294.0
52332,Spassk-Dal’niy,Ryssland,45265.0
52333,Sulzano,Italien,1614.0
52334,Chorkówka,Polen,784.0
52335,Brezzo di Bedero,Italien,950.0
52336,Rieni,Rumänien,3125.0
52337,Santa Catarina Mita,Guatemala,10817.0
52338,Calauag,Filippinerna,4379.0
52339,Las Compuertas,Mexiko,4156.0
52340,Korb,Tyskland,10459.0
52341,Quintana del Castillo,Spanien,1018.0
52342,Petropavl,Kazakstan,200920.0
52343,Egerkingen,Schweiz,2923.0
52344,Eura,Finland,9338.0
52345,Acxotla del Monte,Mexiko,2136.0
52346,San Marcos,Mexiko,3361.0
52347,Strasburg,USA,2447.0
52348,Miquihuana,Mexiko,1565.0
52349,Bowringpet,Indien,42789.0
52350,Calarcá,Colombia,62170.0
52351,Barciany,Polen,1100.0
52352,Hornslet,Danmark,4906.0
52353,Romeoville,USA,39719.0
52354,De Lier,Nederländerna,11823.0
52355,Korwai,Indien,15136.0
52356,Kaltbrunn,Schweiz,3803.0
52357,Muntele Mic,Rumänien,3541.0
52358,Saint-Geniès-de-Comolas,Frankrike,1833.0
52359,Yalıkavak,Turkiet,11227.0
52360,Cheval-Blanc,Frankrike,3775.0
52361,Erdenetsogt,Mongoliet,0.0
52362,Brandýs nad Labem-Stará Boleslav,Czechia,15398.0
52363,Canton,USA,6570.0
52364,Zürich (Kreis 6),Schweiz,29951.0
52365,Eceabat,Turkiet,5120.0
52366,Kingscote,Australien,1692.0
52367,Ardrishaig,United Kingdom,1320.0
52368,Handian,Kina,0.0
52369,Suitland,USA,25825.0
52370,Qorovulbozor Shahri,Uzbekistan,0.0
52371,Nto Edino,Nigeria,0.0
52372,Pontian Kechil,Malaysia,50836.0
52373,Zavet,Bulgarien,3589.0
52374,Montefiascone,Italien,10637.0
52375,Boville Ernica,Italien,918.0
52376,Powidz,Polen,1000.0
52377,Bershad,Ukraina,0.0
52378,Lailly-en-Val,Frankrike,2392.0
52379,Essen,Tyskland,593085.0
52380,Birr,Irland,4549.0
52381,Neustadt bei Coburg,Tyskland,16715.0
52382,Novoul’yanovsk,Ryssland,17139.0
52383,Foča,Bosnien och Hercegovina,14615.0
52384,Amzya,Ryssland,4843.0
52385,Acworth,USA,22131.0
52386,Dillonvale,USA,3474.0
52387,Landl,Austria,0.0
52388,Padria,Italien,692.0
52389,New Baltimore,USA,12354.0
52390,Vauda Canavese Superiore,Italien,899.0
52391,Vizzola Ticino,Italien,23.0
52392,Bilyayivka,Ukraina,13762.0
52393,Sineşti,Rumänien,2636.0
52394,Csorvás,Ungern,5643.0
52395,Stafford,USA,4320.0
52396,Santomenna,Italien,473.0
52397,Turmalina,Brasilien,8795.0
52398,Ellerbek,Tyskland,4326.0
52399,Stegersbach,Austria,2658.0
52400,Toutlemonde,Frankrike,1038.0
52401,Blangpidie,Indonesien,0.0
52402,Landa de Matamoros,Mexiko,1609.0
52403,Soliers,Frankrike,1818.0
52404,Anakan,Filippinerna,3825.0
52405,Schneizlreuth,Tyskland,1538.0
52406,Mound Bayou,USA,1473.0
52407,Saint-Martin-de-Fontenay,Frankrike,1962.0
52408,Tignère,Kamerun,4353.0
52409,Colinas de Plata,Mexiko,4852.0
52410,Cornetu,Rumänien,5063.0
52411,Arroyo San Isidro,Mexiko,1032.0
52412,Boshkengash,Tajikistan,23696.0
52413,Stevens Point,USA,26604.0
52414,Izunokuni,Japan,0.0
52415,Mesero,Italien,3792.0
52416,Gniew,Polen,6759.0
52417,Le Mesnil-en-Vallée,Frankrike,1364.0
52418,San Vittore,Italien,1670.0
52419,Talagutong,Filippinerna,7983.0
52420,Solanas,Italien,1068.0
52421,Xinan,Kina,0.0
52422,Stantsiya Novyy Afon,Georgien,26636.0
52423,Kukurečani,Makedonien,2395.0
52424,Příbor,Czechia,8789.0
52425,Nueva Italia,Paraguay,2841.0
52426,Vlajkovac,Serbien,1356.0
52427,Ixtapan de la Concepción,Mexiko,1540.0
52428,San Pietro Vernotico,Italien,13667.0
52429,Bekalta,Tunisien,15937.0
52430,Canyonville,USA,1911.0
52431,Náousa,Grekland,19887.0
52432,Tagmersheim,Tyskland,1083.0
52433,Sulików,Polen,2014.0
52434,Saint Ansgar,USA,1107.0
52435,Reíllo,Spanien,118.0
52436,Ravenna,USA,11619.0
52437,Bronzolo,Italien,2448.0
52438,Vasse,Australien,1315.0
52439,Oakdale,USA,7974.0
52440,Chaeryŏng-ŭp,North Korea,53330.0
52441,Tecoluta 2da. Sección,Mexiko,1689.0
52442,Łyszkowice,Polen,1100.0
52443,Jaraczewo,Polen,1392.0
52444,Unidad Habitacional Rinconada Acolapa,Mexiko,3205.0
52445,Cabugao,Filippinerna,4267.0
52446,Testico,Italien,102.0
52447,Molinillo,Spanien,67.0
52448,Jimalalud,Filippinerna,3212.0
52449,Takuk Nuea,Thailand,0.0
52450,Soyatlán de Afuera,Mexiko,1543.0
52451,Bühlertal,Tyskland,8144.0
52452,Kittredge,USA,1304.0
52453,Casasbuenas,Spanien,209.0
52454,East San Gabriel,USA,14874.0
52455,Lledrod,United Kingdom,0.0
52456,Grafenschlag,Austria,389.0
52457,North Spearfish,USA,2285.0
52458,Santa Eulàlia de Ronçana,Spanien,5814.0
52459,Jucutacato,Mexiko,1442.0
52460,Maël-Carhaix,Frankrike,1509.0
52461,Labangan,Filippinerna,10780.0
52462,Faggeto Lario,Italien,1173.0
52463,Xushan,Kina,0.0
52464,Plaza Huincul,Argentina,12273.0
52465,Yokkaichi,Japan,295841.0
52466,Nijkerkerveen,Nederländerna,2905.0
52467,Monastero di Lanzo,Italien,36.0
52468,Calvanico,Italien,1570.0
52469,Al Jīzah,Syria,0.0
52470,Caltignaga,Italien,1743.0
52471,Xincheng Chengguanzhen,Kina,0.0
52472,Leitersdorf im Raabtal,Austria,699.0
52473,Oberndorf,Tyskland,2355.0
52474,Dibuluan,Filippinerna,2384.0
52475,Tonara,Italien,2038.0
52476,Sint-Niklaas,Belgien,69010.0
52477,Krasnyy Oktyabr’,Ryssland,3303.0
52478,Miceşti,Rumänien,4061.0
52479,Westeregeln,Tyskland,2099.0
52480,Bi’r al ‘Abd,Egypten,0.0
52481,West Park,USA,1157.0
52482,Azamgarh,Indien,116644.0
52483,Palos Hills,USA,17565.0
52484,Baracatan,Filippinerna,7298.0
52485,Glen Iris,Australien,2181.0
52486,Atalaia,Brasilien,18908.0
52487,Günzach,Tyskland,1522.0
52488,Samho-rodongjagu,North Korea,19025.0
52489,Pāndhurnā,Indien,43630.0
52490,Vieille-Toulouse,Frankrike,1020.0
52491,Sakassou,Elfenbenskusten,15068.0
52492,Arlington,USA,2169.0
52493,San Piero Patti,Italien,2056.0
52494,Wongan Hills,Australien,1062.0
52495,Sheltozero,Ryssland,1012.0
52496,Nativitas,Mexiko,197.0
52497,Argayash,Ryssland,10096.0
52498,Lacaron,Filippinerna,2302.0
52499,Las Barrillas,Mexiko,1031.0
52500,Alborada Jaltenco,Mexiko,15235.0
52501,Jesenwang,Tyskland,1480.0
52502,Lâlapaşa,Turkiet,2771.0
52503,San Michele,Italien,5967.0
52504,Mikhaylovskoye,Ryssland,11467.0
52505,Bloomington,USA,23851.0
52506,Sol’vychegodsk,Ryssland,2465.0
52507,Seurre,Frankrike,2804.0
52508,Grays Point,Australien,2831.0
52509,San José Comalco,Mexiko,1955.0
52510,Ankang,Kina,132654.0
52511,Le Bois-Plage-en-Ré,Frankrike,2401.0
52512,Kasai,Japan,0.0
52513,Ban Rai,Thailand,0.0
52514,Zhongzhou,Kina,0.0
52515,Schkölen,Tyskland,2909.0
52516,Hustopeče,Czechia,5913.0
52517,Panarukan,Indonesien,30749.0
52518,Yuba City,USA,66941.0
52519,Veliki Preslav,Bulgarien,9425.0
52520,Benestare,Italien,850.0
52521,Fuentes de Nava,Spanien,767.0
52522,Ansonia,USA,18854.0
52523,Zugliano,Italien,3209.0
52524,Tres Capones,Argentina,1234.0
52525,Bassendean,Australien,8776.0
52526,Porth,United Kingdom,0.0
52527,Soverato Superiore,Italien,1649.0
52528,Núi Sập,Vietnam,0.0
52529,Kristóni,Grekland,1195.0
52530,Tetlaxco,Mexiko,1543.0
52531,La Crescenta-Montrose,USA,19653.0
52532,Château-Gontier,Frankrike,12292.0
52533,Lisbon,USA,2845.0
52534,Neuburg,Tyskland,2549.0
52535,Vico Equense,Italien,12820.0
52536,Altenbeken,Tyskland,9716.0
52537,Moville,Irland,1481.0
52538,Minh Long,Vietnam,0.0
52539,Nipomo,USA,16714.0
52540,Markgrafneusiedl,Austria,832.0
52541,Indiantown,USA,6083.0
52542,Silt,USA,3043.0
52543,Dos Hermanas,Spanien,122943.0
52544,Dowlat Shāh,Afganistan,0.0
52545,Chernoyerkovskaya,Ryssland,3856.0
52546,Youkounkoun,Guinea,7952.0
52547,Fort Loramie,USA,1491.0
52548,Kopfing im Innkreis,Austria,600.0
52549,Venaus,Italien,905.0
52550,Corbu,Rumänien,5180.0
52551,Hanchuan,Kina,87737.0
52552,Santo Domingo,Filippinerna,2846.0
52553,Viöl,Tyskland,1956.0
52554,Yazıhan,Turkiet,5156.0
52555,El Potrero,Mexiko,1269.0
52556,Herserange,Frankrike,4438.0
52557,Berasia,Indien,27091.0
52558,"Govindapuram,Chilakaluripet,Guntur",Indien,3000.0
52559,São Luiz Gonzaga,Brasilien,31798.0
52560,Salmtal,Tyskland,2316.0
52561,Ghulām ‘Alī,Afganistan,0.0
52562,Sycamore,USA,17712.0
52563,Espeja,Spanien,272.0
52564,Alzenau in Unterfranken,Tyskland,18932.0
52565,Krasnogorskiy,Ryssland,7065.0
52566,Santa María Citendejé,Mexiko,6136.0
52567,Shŭrobod,Tajikistan,0.0
52568,Kunting,Gambia,1204.0
52569,Dannhauser,South Africa,0.0
52570,Kommunisticheskiy,Ryssland,2690.0
52571,Dedino,Ryssland,0.0
52572,Almis Marmoucha,Morocko,0.0
52573,North York,Kanada,636000.0
52574,Stryker,USA,1309.0
52575,Singureni,Rumänien,3477.0
52576,Xiaodongzhuang,Kina,3784.0
52577,Pinedale,USA,1923.0
52578,Great Kills,USA,22000.0
52579,Nyanga,Zimbabwe,4852.0
52580,Grimston,United Kingdom,2086.0
52581,Uxbridge,USA,12614.0
52582,Río Lajas,Puerto Rico,2349.0
52583,Răchiteni,Rumänien,1692.0
52584,Vilaplana,Spanien,564.0
52585,Salvador,Brasilien,2711840.0
52586,Otok,Kroatien,5887.0
52587,Jaljūlya,Israel,7505.0
52588,Hinojal,Spanien,458.0
52589,Niederschönhausen,Tyskland,28313.0
52590,Troitskoye,Ryssland,4548.0
52591,Lomas de San Agustín,Mexiko,11836.0
52592,Bayshonas,Kazakstan,1864.0
52593,Wihan Daeng,Thailand,0.0
52594,Raojān,Bangladesh,25708.0
52595,Heathrow,USA,5896.0
52596,Peoria,USA,115070.0
52597,Oyam,Uganda,0.0
52598,Vagney,Frankrike,3860.0
52599,Zagorá,Grekland,2385.0
52600,Ebute Ikorodu,Nigeria,535619.0
52601,Rupt-sur-Moselle,Frankrike,3707.0
52602,Hoyos del Espino,Spanien,453.0
52603,Sillawit,Filippinerna,3084.0
52604,Bicknacre,United Kingdom,2889.0
52605,Drogomyśl,Polen,2091.0
52606,Black Forest,USA,13116.0
52607,Larnaca,Cypern,72000.0
52608,Avelgem,Belgien,9106.0
52609,Manzanares,Colombia,16278.0
52610,Noordwijk-Binnen,Nederländerna,24363.0
52611,Žemaičių Naumiestis,Litauen,1284.0
52612,Pleiskirchen,Tyskland,2407.0
52613,Tlacotalpan,Mexiko,7600.0
52614,Ūttukkuli,Indien,7508.0
52615,Kropyvnytskyi,Ukraina,249454.0
52616,Albany,USA,74843.0
52617,Kazanka,Ukraina,8010.0
52618,Joane,Portugal,7869.0
52619,Sa Bot,Thailand,0.0
52620,Şicula,Rumänien,4503.0
52621,Bodfish,USA,1956.0
52622,Juelsminde,Danmark,3667.0
52623,Artajona,Spanien,1639.0
52624,Celle Enomondo,Italien,318.0
52625,Karyótissa,Grekland,1965.0
52626,Cittadella,Italien,14421.0
52627,Casali-San Potito,Italien,2761.0
52628,Crăiești,Rumänien,774.0
52629,Biertan,Rumänien,2939.0
52630,Lunca Leșului,Rumänien,1339.0
